E065,0.6637,0.4733,0.4738
E004,0.7445,0.6328,0.6331
E066,0.7389,0.6368,0.6371
E005,0.7446,0.6244,0.6248
E012,0.6901,0.4382,0.4388
E027,0.7421,0.6466,0.6468
E053,0.7176,0.5029,0.5034
E013,0.6868,0.4586,0.4590
E028,0.7513,0.6285,0.6288
E061,0.7615,0.6486,0.6489
E109,0.6378,0.3644,0.3649
E120,0.7634,0.6434,0.6437
E062,0.7638,0.6531,0.6534
E037,0.7658,0.6520,0.6522
E038,0.7784,0.6630,0.6632
E024,0.6920,0.4823,0.4827
E071,0.6439,0.3639,0.3644
E105,0.6921,0.4981,0.4985
E087,0.6374,0.3490,0.3496
E011,0.6443,0.3374,0.3379
E106,0.6404,0.3700,0.3704
E096,0.6469,0.3565,0.3570
E082,0.7072,0.5026,0.5031
E097,0.6629,0.3683,0.3687
E116,0.9191,0.9380,0.9380
E098,0.6488,0.3774,0.3778
E058,0.7715,0.6509,0.6513
E117,0.9108,0.9169,0.9170
E084,0.6055,0.2557,0.2563
E059,0.8910,0.9148,0.9148
E070,0.6988,0.4851,0.4856
E118,0.7800,0.6697,0.6699
E085,0.6502,0.3305,0.3312
E104,0.6846,0.4850,0.4854
E119,0.7657,0.6477,0.6480
E006,0.7382,0.6241,0.6245
E112,0.6126,0.2638,0.2643
E127,0.7670,0.6543,0.6547
E047,0.7698,0.6498,0.6500
E094,0.6505,0.3782,0.3787
E007,0.6971,0.4664,0.4669
E054,0.7101,0.4859,0.4863
E113,0.6535,0.3601,0.3607
E128,0.7687,0.6550,0.6554
E095,0.7499,0.6407,0.6409
E055,0.7530,0.6190,0.6192
E114,0.7695,0.6566,0.6569
E100,0.8753,0.8915,0.8916
E056,0.9047,0.9260,0.9260
E016,0.6963,0.4806,0.4810
E122,0.7744,0.6693,0.6696
E057,0.8997,0.9207,0.9207
E123,0.9333,0.9459,0.9460
E079,0.6492,0.3782,0.3788
E003,0.6881,0.4797,0.4801
E050,0.7124,0.4528,0.4533
