E065,0.6574,0.4709,0.4713
E004,0.7440,0.6296,0.6298
E066,0.7390,0.6469,0.6472
E005,0.7373,0.6148,0.6152
E012,0.6852,0.4336,0.4341
E027,0.7393,0.6476,0.6478
E053,0.7132,0.4974,0.4979
E013,0.6800,0.4505,0.4510
E028,0.7482,0.6255,0.6258
E061,0.7600,0.6497,0.6500
E109,0.6356,0.3576,0.3581
E120,0.7533,0.6264,0.6268
E062,0.7607,0.6486,0.6489
E037,0.7655,0.6494,0.6496
E038,0.7759,0.6608,0.6611
E024,0.6904,0.4802,0.4806
E071,0.6490,0.3688,0.3693
E105,0.6839,0.4901,0.4905
E087,0.6345,0.3506,0.3511
E011,0.6465,0.3406,0.3411
E106,0.6380,0.3661,0.3665
E096,0.6475,0.3553,0.3558
E082,0.7067,0.4948,0.4953
E097,0.6621,0.3775,0.3779
E116,0.9203,0.9397,0.9397
E098,0.6452,0.3772,0.3776
E058,0.7646,0.6478,0.6482
E117,0.9113,0.9175,0.9176
E084,0.6072,0.2547,0.2553
E059,0.8905,0.9174,0.9175
E070,0.7023,0.4981,0.4985
E118,0.7767,0.6690,0.6692
E085,0.6446,0.3273,0.3280
E104,0.6743,0.4707,0.4711
E119,0.7668,0.6565,0.6567
E006,0.7224,0.6077,0.6080
E112,0.6146,0.2641,0.2645
E127,0.7668,0.6562,0.6566
E047,0.7698,0.6460,0.6464
E094,0.6461,0.3696,0.3700
E007,0.6967,0.4633,0.4638
E054,0.7051,0.4816,0.4819
E113,0.6568,0.3598,0.3602
E128,0.7634,0.6462,0.6465
E095,0.7470,0.6390,0.6392
E055,0.7531,0.6278,0.6281
E114,0.7666,0.6552,0.6554
E100,0.8863,0.9076,0.9076
E056,0.8979,0.9196,0.9196
E016,0.6935,0.4790,0.4794
E122,0.7719,0.6661,0.6664
E057,0.9005,0.9207,0.9207
E123,0.9306,0.9460,0.9461
E079,0.6467,0.3764,0.3769
E003,0.6870,0.4821,0.4825
E050,0.7114,0.4489,0.4494
