E065,0.6881,0.4500,0.4506
E004,0.7674,0.6082,0.6087
E066,0.7510,0.5894,0.5898
E005,0.7668,0.5898,0.5903
E012,0.7199,0.4279,0.4283
E027,0.7720,0.6143,0.6148
E053,0.7509,0.4851,0.4857
E013,0.7304,0.4398,0.4403
E028,0.7785,0.5942,0.5945
E061,0.7972,0.6248,0.6250
E109,0.6819,0.3591,0.3596
E120,0.7851,0.6078,0.6081
E062,0.7904,0.6223,0.6225
E037,0.8003,0.6268,0.6271
E038,0.8048,0.6563,0.6570
E024,0.7166,0.4500,0.4504
E071,0.6734,0.3711,0.3717
E105,0.7237,0.4859,0.4862
E087,0.6875,0.3616,0.3621
E011,0.6815,0.3581,0.3586
E106,0.6889,0.3611,0.3616
E096,0.6934,0.3735,0.3741
E082,0.7341,0.4782,0.4786
E097,0.7091,0.3759,0.3766
E116,0.9098,0.9078,0.9078
E098,0.6705,0.3693,0.3698
E058,0.7925,0.6157,0.6161
E117,0.9204,0.9087,0.9087
E084,0.6587,0.2605,0.2611
E059,0.8856,0.8734,0.8735
E070,0.7357,0.4753,0.4758
E118,0.8101,0.6533,0.6537
E085,0.6859,0.3199,0.3204
E104,0.7195,0.4904,0.4907
E119,0.7915,0.6217,0.6220
E006,0.7514,0.6013,0.6015
E112,0.6568,0.2538,0.2544
E127,0.7817,0.6052,0.6056
E047,0.8107,0.6519,0.6521
E094,0.6702,0.3575,0.3580
E007,0.7194,0.4435,0.4441
E054,0.7403,0.4639,0.4644
E113,0.6891,0.3535,0.3540
E128,0.7808,0.6091,0.6093
E095,0.7759,0.6166,0.6169
E055,0.7926,0.6260,0.6262
E114,0.7847,0.6122,0.6125
E100,0.8764,0.8638,0.8639
E056,0.8993,0.8909,0.8910
E016,0.7222,0.4488,0.4493
E122,0.8024,0.6384,0.6387
E057,0.8910,0.8790,0.8790
E123,0.9334,0.9265,0.9266
E079,0.6841,0.3626,0.3631
E003,0.7222,0.4622,0.4626
E050,0.7394,0.4270,0.4277
